feature,importance
ABER-CKGL,0.0
ABER-CKP,0.0
ESTADO-DHSV,0.0011256435085887368
ESTADO-M1,0.0
ESTADO-PXO,0.0
ESTADO-M2,0.0
ESTADO-SDV-GL,0.0
ESTADO-SDV-P,0.0
ESTADO-W1,0.0
ESTADO-W2,0.0
P-ANULAR,0.0799711693291432
ESTADO-XO,0.0
P-JUS-CKGL,0.187840141343253
P-MON-CKP,0.029398934183842904
P-JUS-CKP,0.0
P-MON-CKGL,0.0
P-PDG,0.0
P-TPT,0.5407954463002068
QGL,0.0
T-JUS-CKP,0.05059160897350837
T-MON-CKP,0.0
T-PDG,0.0
T-TPT,0.110277056361457
