feature,importance
ABER-CKGL,0.11948058084662906
ABER-CKP,0.2821644088024516
ESTADO-DHSV,0.0
ESTADO-M1,0.0
ESTADO-PXO,0.0
ESTADO-M2,0.0
ESTADO-SDV-GL,0.0
ESTADO-SDV-P,0.0
ESTADO-W1,0.0
ESTADO-W2,0.0
P-ANULAR,0.08990239668159598
ESTADO-XO,0.0
P-JUS-CKGL,0.07603819021692973
P-MON-CKP,0.08692812515523692
P-JUS-CKP,0.0
P-MON-CKGL,0.0
P-PDG,0.0
P-TPT,0.10273205388613121
QGL,0.00499586659686007
T-JUS-CKP,0.1336214163920288
T-MON-CKP,0.0
T-PDG,0.0
T-TPT,0.10413696142213669
